userId,coherence,total_ratings,max_total_ratings,min_total_ratings,max_coherence,min_coherence,user_group
67,-17.051379349103527,33,2698,17,-0.0,-283.66933299507997,LEUG
68,-200.44843777128656,1260,2698,17,-0.0,-283.66933299507997,MDUG
69,-22.723513959521377,46,2698,17,-0.0,-283.66933299507997,LEUG
70,-17.538880571977742,61,2698,17,-0.0,-283.66933299507997,LEUG
71,-30.783996482629153,34,2698,17,-0.0,-283.66933299507997,LEUG
72,-15.37636887660993,45,2698,17,-0.0,-283.66933299507997,LEUG
73,-80.20623404565774,204,2698,17,-0.0,-283.66933299507997,LEUG
74,-37.85566630030375,176,2698,17,-0.0,-283.66933299507997,LEUG
75,-47.67292843802257,61,2698,17,-0.0,-283.66933299507997,LEUG
76,-73.71831862590295,119,2698,17,-0.0,-283.66933299507997,LEUG
77,-6.068198185805139,20,2698,17,-0.0,-283.66933299507997,LEUG
78,-50.83572224670101,61,2698,17,-0.0,-283.66933299507997,LEUG
79,-32.430291075042646,62,2698,17,-0.0,-283.66933299507997,LEUG
80,-32.271019792283624,167,2698,17,-0.0,-283.66933299507997,LEUG
81,-24.221279106861104,26,2698,17,-0.0,-283.66933299507997,LEUG
82,-68.62475511201268,227,2698,17,-0.0,-283.66933299507997,LEUG
83,-85.17183061104616,118,2698,17,-0.0,-283.66933299507997,LEUG
84,-60.35457540165547,292,2698,17,-0.0,-283.66933299507997,LEUG
85,-17.571299344167794,33,2698,17,-0.0,-283.66933299507997,LEUG
86,-27.798944391940186,70,2698,17,-0.0,-283.66933299507997,LEUG
87,-15.416297060631656,21,2698,17,-0.0,-283.66933299507997,LEUG
88,-31.365705064302983,56,2698,17,-0.0,-283.66933299507997,LEUG
89,-146.25806793865783,518,2698,17,-0.0,-283.66933299507997,LDUG
90,-23.49619060141911,54,2698,17,-0.0,-283.66933299507997,LEUG
91,-135.10057662299397,575,2698,17,-0.0,-283.66933299507997,LEUG
92,-13.75523880916778,24,2698,17,-0.0,-283.66933299507997,LEUG
93,-32.791779577514745,97,2698,17,-0.0,-283.66933299507997,LEUG
94,-37.43836020551722,56,2698,17,-0.0,-283.66933299507997,LEUG
95,-53.96338566006231,167,2698,17,-0.0,-283.66933299507997,LEUG
96,-54.667312869630045,75,2698,17,-0.0,-283.66933299507997,LEUG
97,-19.485262541759816,34,2698,17,-0.0,-283.66933299507997,LEUG
98,-65.34460974593206,89,2698,17,-0.0,-283.66933299507997,LEUG
99,-36.32972132979508,53,2698,17,-0.0,-283.66933299507997,LEUG
100,-34.07239368444768,145,2698,17,-0.0,-283.66933299507997,LEUG
101,-32.106979372973136,61,2698,17,-0.0,-283.66933299507997,LEUG
102,-28.94843390672941,56,2698,17,-0.0,-283.66933299507997,LEUG
103,-90.16301362596538,371,2698,17,-0.0,-283.66933299507997,LEUG
104,-73.14375090011345,273,2698,17,-0.0,-283.66933299507997,LEUG
105,-94.52352381073246,719,2698,17,-0.0,-283.66933299507997,LEUG
106,-26.091428127464674,33,2698,17,-0.0,-283.66933299507997,LEUG
107,-19.99007948555001,34,2698,17,-0.0,-283.66933299507997,LEUG
108,-36.47349008291811,74,2698,17,-0.0,-283.66933299507997,LEUG
109,-36.149200878297044,127,2698,17,-0.0,-283.66933299507997,LEUG
110,-26.55327416489568,51,2698,17,-0.0,-283.66933299507997,LEUG
111,-148.24843031285224,646,2698,17,-0.0,-283.66933299507997,LDUG
112,-48.37424095973881,59,2698,17,-0.0,-283.66933299507997,LEUG
113,-68.31458693469506,146,2698,17,-0.0,-283.66933299507997,LEUG
114,-30.67479335614721,31,2698,17,-0.0,-283.66933299507997,LEUG
115,-73.85843153504275,110,2698,17,-0.0,-283.66933299507997,LEUG
116,-55.01526476763252,87,2698,17,-0.0,-283.66933299507997,LEUG
117,-43.19171094953375,165,2698,17,-0.0,-283.66933299507997,LEUG
118,-13.706658784527772,22,2698,17,-0.0,-283.66933299507997,LEUG
119,-51.08499605584145,215,2698,17,-0.0,-283.66933299507997,LEUG
120,-20.548069679447693,22,2698,17,-0.0,-283.66933299507997,LEUG
121,-30.00712904284976,58,2698,17,-0.0,-283.66933299507997,LEUG
122,-55.30271002826362,292,2698,17,-0.0,-283.66933299507997,LEUG
123,-14.746066812550065,56,2698,17,-0.0,-283.66933299507997,LEUG
124,-22.43428192718928,49,2698,17,-0.0,-283.66933299507997,LEUG
125,-86.39112830698876,354,2698,17,-0.0,-283.66933299507997,LEUG
126,-42.79156987319025,38,2698,17,-0.0,-283.66933299507997,LEUG
127,-16.890243775596616,22,2698,17,-0.0,-283.66933299507997,LEUG
128,-17.14723472267764,32,2698,17,-0.0,-283.66933299507997,LEUG
129,-38.157560502398596,138,2698,17,-0.0,-283.66933299507997,LEUG
130,-24.847182782502067,28,2698,17,-0.0,-283.66933299507997,LEUG
131,-30.750157415670426,69,2698,17,-0.0,-283.66933299507997,LEUG
132,-90.49233028868524,347,2698,17,-0.0,-283.66933299507997,LEUG
133,-18.213338151628854,35,2698,17,-0.0,-283.66933299507997,LEUG
134,-30.355223804453786,35,2698,17,-0.0,-283.66933299507997,LEUG
135,-99.79558081904213,277,2698,17,-0.0,-283.66933299507997,LEUG
136,-71.15735397372362,111,2698,17,-0.0,-283.66933299507997,LEUG
137,-45.767364112310005,138,2698,17,-0.0,-283.66933299507997,LEUG
138,-28.007368326643984,21,2698,17,-0.0,-283.66933299507997,LEUG
139,-80.86672489071374,194,2698,17,-0.0,-283.66933299507997,LEUG
140,-115.2223384385899,608,2698,17,-0.0,-283.66933299507997,LEUG
141,-61.317490033802635,168,2698,17,-0.0,-283.66933299507997,LEUG
142,-20.03467832616878,38,2698,17,-0.0,-283.66933299507997,LEUG
143,-57.82420692501625,71,2698,17,-0.0,-283.66933299507997,LEUG
144,-48.56384565785256,128,2698,17,-0.0,-283.66933299507997,LEUG
145,-16.048074102349656,23,2698,17,-0.0,-283.66933299507997,LEUG
146,-26.65378595719618,32,2698,17,-0.0,-283.66933299507997,LEUG
147,-20.32887504262493,19,2698,17,-0.0,-283.66933299507997,LEUG
148,-24.32093268212939,47,2698,17,-0.0,-283.66933299507997,LEUG
149,-47.158276724323926,58,2698,17,-0.0,-283.66933299507997,LEUG
150,-14.485394857266837,26,2698,17,-0.0,-283.66933299507997,LEUG
151,-33.76853601877972,59,2698,17,-0.0,-283.66933299507997,LEUG
152,-27.231896549568827,63,2698,17,-0.0,-283.66933299507997,LEUG
153,-96.0453551941686,179,2698,17,-0.0,-283.66933299507997,LEUG
154,-33.39957143743509,33,2698,17,-0.0,-283.66933299507997,LEUG
155,-22.145190536428018,46,2698,17,-0.0,-283.66933299507997,LEUG
156,-90.15907504640984,390,2698,17,-0.0,-283.66933299507997,LEUG
157,-18.236675765206734,21,2698,17,-0.0,-283.66933299507997,LEUG
158,-15.146426302693296,26,2698,17,-0.0,-283.66933299507997,LEUG
159,-52.56208614766809,97,2698,17,-0.0,-283.66933299507997,LEUG
160,-196.4141562340399,437,2698,17,-0.0,-283.66933299507997,LDUG
161,-29.099508999714622,38,2698,17,-0.0,-283.66933299507997,LEUG
162,-17.648678595647386,38,2698,17,-0.0,-283.66933299507997,LEUG
163,-12.349370557714487,23,2698,17,-0.0,-283.66933299507997,LEUG
164,-25.60625737204434,36,2698,17,-0.0,-283.66933299507997,LEUG
165,-30.64425509414691,65,2698,17,-0.0,-283.66933299507997,LEUG
166,-54.971783255076055,188,2698,17,-0.0,-283.66933299507997,LEUG
167,-90.39850361772719,173,2698,17,-0.0,-283.66933299507997,LEUG
168,-32.07062006661833,94,2698,17,-0.0,-283.66933299507997,LEUG
169,-56.74788124642859,269,2698,17,-0.0,-283.66933299507997,LEUG
170,-24.90225231089896,50,2698,17,-0.0,-283.66933299507997,LEUG
171,-29.795354328323977,80,2698,17,-0.0,-283.66933299507997,LEUG
172,-12.185663705436857,26,2698,17,-0.0,-283.66933299507997,LEUG
173,-19.385087442401087,25,2698,17,-0.0,-283.66933299507997,LEUG
174,-43.98306498935742,67,2698,17,-0.0,-283.66933299507997,LEUG
175,-12.14619441560663,24,2698,17,-0.0,-283.66933299507997,LEUG
176,-21.563568295333805,36,2698,17,-0.0,-283.66933299507997,LEUG
177,-189.5100663206336,904,2698,17,-0.0,-283.66933299507997,MDUG
178,-38.008110910283385,77,2698,17,-0.0,-283.66933299507997,LEUG
179,-27.748685613742087,69,2698,17,-0.0,-283.66933299507997,LEUG
180,-14.86014086632,24,2698,17,-0.0,-283.66933299507997,LEUG
181,-54.44085467346483,118,2698,17,-0.0,-283.66933299507997,LEUG
182,-182.96178922537726,977,2698,17,-0.0,-283.66933299507997,MDUG
183,-27.35605306019321,55,2698,17,-0.0,-283.66933299507997,LEUG
184,-67.74984180381527,134,2698,17,-0.0,-283.66933299507997,LEUG
185,-33.21022610876604,47,2698,17,-0.0,-283.66933299507997,LEUG
186,-55.676808653406226,226,2698,17,-0.0,-283.66933299507997,LEUG
187,-91.35961981340247,246,2698,17,-0.0,-283.66933299507997,LEUG
188,-15.787564136525102,45,2698,17,-0.0,-283.66933299507997,LEUG
189,-8.191916181137398,20,2698,17,-0.0,-283.66933299507997,LEUG
190,-33.92551447787985,66,2698,17,-0.0,-283.66933299507997,LEUG
191,-58.76206355117728,84,2698,17,-0.0,-283.66933299507997,LEUG
192,-17.331914080703697,22,2698,17,-0.0,-283.66933299507997,LEUG
193,-27.85389194065038,32,2698,17,-0.0,-283.66933299507997,LEUG
194,-9.428018767472443,20,2698,17,-0.0,-283.66933299507997,LEUG
195,-61.5780644456616,173,2698,17,-0.0,-283.66933299507997,LEUG
196,-22.011533544272982,31,2698,17,-0.0,-283.66933299507997,LEUG
197,-28.31993435713622,34,2698,17,-0.0,-283.66933299507997,LEUG
198,-90.36719784883779,217,2698,17,-0.0,-283.66933299507997,LEUG
199,-103.38653839148306,363,2698,17,-0.0,-283.66933299507997,LEUG
200,-87.54149372422586,331,2698,17,-0.0,-283.66933299507997,LEUG
201,-53.08975704753511,109,2698,17,-0.0,-283.66933299507997,LEUG
202,-84.83885838082948,402,2698,17,-0.0,-283.66933299507997,LEUG
203,-27.708141266977208,43,2698,17,-0.0,-283.66933299507997,LEUG
204,-54.906225978257424,83,2698,17,-0.0,-283.66933299507997,LEUG
205,-14.439999946969992,27,2698,17,-0.0,-283.66933299507997,LEUG
206,-19.666913624890636,25,2698,17,-0.0,-283.66933299507997,LEUG
207,-28.384570477104987,20,2698,17,-0.0,-283.66933299507997,LEUG
208,-25.49008611001012,26,2698,17,-0.0,-283.66933299507997,LEUG
209,-24.911798662118215,34,2698,17,-0.0,-283.66933299507997,LEUG
210,-54.00136107640888,137,2698,17,-0.0,-283.66933299507997,LEUG
211,-43.467550995692754,88,2698,17,-0.0,-283.66933299507997,LEUG
212,-60.739971120279236,248,2698,17,-0.0,-283.66933299507997,LEUG
213,-32.37164536003955,84,2698,17,-0.0,-283.66933299507997,LEUG
214,-8.990408771286479,22,2698,17,-0.0,-283.66933299507997,LEUG
215,-38.140181992347166,98,2698,17,-0.0,-283.66933299507997,LEUG
216,-69.56229190356764,159,2698,17,-0.0,-283.66933299507997,LEUG
217,-121.1321241544096,613,2698,17,-0.0,-283.66933299507997,LEUG
218,-25.384877307381476,26,2698,17,-0.0,-283.66933299507997,LEUG
219,-156.0663182242327,528,2698,17,-0.0,-283.66933299507997,LDUG
220,-88.04169672962435,200,2698,17,-0.0,-283.66933299507997,LEUG
221,-71.91779300210352,330,2698,17,-0.0,-283.66933299507997,LEUG
222,-71.69443455255268,250,2698,17,-0.0,-283.66933299507997,LEUG
223,-45.17081109357812,75,2698,17,-0.0,-283.66933299507997,LEUG
224,-25.332846032083577,50,2698,17,-0.0,-283.66933299507997,LEUG
225,-36.313936464045454,74,2698,17,-0.0,-283.66933299507997,LEUG
226,-122.68726802778426,507,2698,17,-0.0,-283.66933299507997,LEUG
227,-26.340800554147226,93,2698,17,-0.0,-283.66933299507997,LEUG
228,-14.951592770597173,25,2698,17,-0.0,-283.66933299507997,LEUG
229,-28.64174481455282,65,2698,17,-0.0,-283.66933299507997,LEUG
230,-77.78256239899218,139,2698,17,-0.0,-283.66933299507997,LEUG
231,-14.87846283220444,22,2698,17,-0.0,-283.66933299507997,LEUG
232,-142.4374950913737,862,2698,17,-0.0,-283.66933299507997,LDUG
233,-55.7361882861823,150,2698,17,-0.0,-283.66933299507997,LEUG
234,-93.57016008079607,200,2698,17,-0.0,-283.66933299507997,LEUG
235,-41.47185433205027,65,2698,17,-0.0,-283.66933299507997,LEUG
236,-22.609298525491926,30,2698,17,-0.0,-283.66933299507997,LEUG
237,-23.49348141670493,50,2698,17,-0.0,-283.66933299507997,LEUG
238,-19.963968297728403,43,2698,17,-0.0,-283.66933299507997,LEUG
239,-70.35905290838699,275,2698,17,-0.0,-283.66933299507997,LEUG
240,-57.98744312578202,127,2698,17,-0.0,-283.66933299507997,LEUG
241,-25.434984713544974,75,2698,17,-0.0,-283.66933299507997,LEUG
242,-19.917929070292566,35,2698,17,-0.0,-283.66933299507997,LEUG
243,-26.11896745579219,36,2698,17,-0.0,-283.66933299507997,LEUG
244,-60.188415876832025,90,2698,17,-0.0,-283.66933299507997,LEUG
245,-11.69011125626127,21,2698,17,-0.0,-283.66933299507997,LEUG
246,-64.14304229624906,200,2698,17,-0.0,-283.66933299507997,LEUG
247,-66.50649595513934,143,2698,17,-0.0,-283.66933299507997,LEUG
248,-24.261561205272837,51,2698,17,-0.0,-283.66933299507997,LEUG
249,-134.61157402607796,1046,2698,17,-0.0,-283.66933299507997,MEUG
250,-18.959838510477393,27,2698,17,-0.0,-283.66933299507997,LEUG
251,-1.42092374996749,22,2698,17,-0.0,-283.66933299507997,LEUG
252,-20.27708164729637,37,2698,17,-0.0,-283.66933299507997,LEUG
253,-18.45554541950658,46,2698,17,-0.0,-283.66933299507997,LEUG
254,-50.397920625027915,126,2698,17,-0.0,-283.66933299507997,LEUG
255,-37.96355181916746,44,2698,17,-0.0,-283.66933299507997,LEUG
256,-40.37098522721067,172,2698,17,-0.0,-283.66933299507997,LEUG
257,-14.420317306130045,20,2698,17,-0.0,-283.66933299507997,LEUG
258,-7.240602122125207,20,2698,17,-0.0,-283.66933299507997,LEUG
259,-34.572676490902154,25,2698,17,-0.0,-283.66933299507997,LEUG
260,-44.404709194952574,139,2698,17,-0.0,-283.66933299507997,LEUG
261,-30.626798234357082,53,2698,17,-0.0,-283.66933299507997,LEUG
262,-35.56048265000257,57,2698,17,-0.0,-283.66933299507997,LEUG
263,-65.21986334711565,209,2698,17,-0.0,-283.66933299507997,LEUG
264,-42.63594894346895,53,2698,17,-0.0,-283.66933299507997,LEUG
265,-62.34472847542679,163,2698,17,-0.0,-283.66933299507997,LEUG
266,-101.80637633371106,173,2698,17,-0.0,-283.66933299507997,LEUG
267,-29.65232203438122,53,2698,17,-0.0,-283.66933299507997,LEUG
268,-74.5356035380193,129,2698,17,-0.0,-283.66933299507997,LEUG
269,-20.90186293142003,29,2698,17,-0.0,-283.66933299507997,LEUG
270,-29.44703566963001,40,2698,17,-0.0,-283.66933299507997,LEUG
271,-24.952668125488795,43,2698,17,-0.0,-283.66933299507997,LEUG
272,-16.82305947057478,30,2698,17,-0.0,-283.66933299507997,LEUG
273,-36.74966733103805,55,2698,17,-0.0,-283.66933299507997,LEUG
274,-176.1346139954325,1346,2698,17,-0.0,-283.66933299507997,MDUG
275,-95.46742501098275,387,2698,17,-0.0,-283.66933299507997,LEUG
276,-19.621387765349912,41,2698,17,-0.0,-283.66933299507997,LEUG
277,-16.07966680756301,28,2698,17,-0.0,-283.66933299507997,LEUG
278,-11.365515868169734,20,2698,17,-0.0,-283.66933299507997,LEUG
279,-64.92425882935339,176,2698,17,-0.0,-283.66933299507997,LEUG
280,-46.88165128505697,194,2698,17,-0.0,-283.66933299507997,LEUG
281,-17.033296515924015,21,2698,17,-0.0,-283.66933299507997,LEUG
282,-51.99915028898,234,2698,17,-0.0,-283.66933299507997,LEUG
283,-24.18190739584692,35,2698,17,-0.0,-283.66933299507997,LEUG
284,-46.26594608429602,88,2698,17,-0.0,-283.66933299507997,LEUG
285,-15.013090745578591,33,2698,17,-0.0,-283.66933299507997,LEUG
286,-53.20451732704897,105,2698,17,-0.0,-283.66933299507997,LEUG
287,-100.82039380316961,152,2698,17,-0.0,-283.66933299507997,LEUG
288,-168.33622700322306,1055,2698,17,-0.0,-283.66933299507997,MDUG
289,-11.953256508804605,24,2698,17,-0.0,-283.66933299507997,LEUG
290,-59.85897091523801,267,2698,17,-0.0,-283.66933299507997,LEUG
291,-19.65557562811019,30,2698,17,-0.0,-283.66933299507997,LEUG
292,-116.57818995830304,446,2698,17,-0.0,-283.66933299507997,LEUG
293,-15.100347479100478,21,2698,17,-0.0,-283.66933299507997,LEUG
294,-130.69410045351577,437,2698,17,-0.0,-283.66933299507997,LEUG
295,-42.288993910760595,39,2698,17,-0.0,-283.66933299507997,LEUG
296,-21.193074350122725,25,2698,17,-0.0,-283.66933299507997,LEUG
297,-51.473407723312604,72,2698,17,-0.0,-283.66933299507997,LEUG
298,-191.68061536201196,939,2698,17,-0.0,-283.66933299507997,MDUG
299,-15.596543169249593,23,2698,17,-0.0,-283.66933299507997,LEUG
300,-16.99868182137113,32,2698,17,-0.0,-283.66933299507997,LEUG
301,-63.74844786554725,108,2698,17,-0.0,-283.66933299507997,LEUG
302,-23.43117809594051,32,2698,17,-0.0,-283.66933299507997,LEUG
303,-28.59045845615183,53,2698,17,-0.0,-283.66933299507997,LEUG
304,-78.25196535155374,211,2698,17,-0.0,-283.66933299507997,LEUG
305,-142.24236867013013,662,2698,17,-0.0,-283.66933299507997,LDUG
306,-43.488039053100316,112,2698,17,-0.0,-283.66933299507997,LEUG
307,-192.01418437691822,975,2698,17,-0.0,-283.66933299507997,MDUG
308,-83.21945493621655,115,2698,17,-0.0,-283.66933299507997,LEUG
309,-36.253929314971266,100,2698,17,-0.0,-283.66933299507997,LEUG
310,-55.49746416994681,63,2698,17,-0.0,-283.66933299507997,LEUG
311,-27.28889874123836,28,2698,17,-0.0,-283.66933299507997,LEUG
312,-75.72445078569781,223,2698,17,-0.0,-283.66933299507997,LEUG
313,-132.06841165877736,326,2698,17,-0.0,-283.66933299507997,LEUG
314,-55.361848959980314,128,2698,17,-0.0,-283.66933299507997,LEUG
315,-18.37819187878554,33,2698,17,-0.0,-283.66933299507997,LEUG
316,-29.770326895423754,53,2698,17,-0.0,-283.66933299507997,LEUG
317,-63.507213414939955,174,2698,17,-0.0,-283.66933299507997,LEUG
318,-100.34839953213466,879,2698,17,-0.0,-283.66933299507997,LEUG
319,-20.81345160607569,35,2698,17,-0.0,-283.66933299507997,LEUG
320,-11.298214057682681,20,2698,17,-0.0,-283.66933299507997,LEUG
321,-30.937299859849233,56,2698,17,-0.0,-283.66933299507997,LEUG
322,-51.086123524788505,107,2698,17,-0.0,-283.66933299507997,LEUG
323,-44.30564935774259,98,2698,17,-0.0,-283.66933299507997,LEUG
324,-19.372806493615716,21,2698,17,-0.0,-283.66933299507997,LEUG
325,-84.15342950533483,270,2698,17,-0.0,-283.66933299507997,LEUG
326,-44.38901429932218,144,2698,17,-0.0,-283.66933299507997,LEUG
327,-33.475173445342506,48,2698,17,-0.0,-283.66933299507997,LEUG
328,-132.97714660384082,255,2698,17,-0.0,-283.66933299507997,LEUG
329,-34.40886628979781,23,2698,17,-0.0,-283.66933299507997,LEUG
330,-98.08224461362705,242,2698,17,-0.0,-283.66933299507997,LEUG
331,-79.36965101319781,167,2698,17,-0.0,-283.66933299507997,LEUG
332,-71.64805289921786,267,2698,17,-0.0,-283.66933299507997,LEUG
333,-19.043307087484038,25,2698,17,-0.0,-283.66933299507997,LEUG
334,-40.43191498820549,154,2698,17,-0.0,-283.66933299507997,LEUG
335,-23.294089229695228,28,2698,17,-0.0,-283.66933299507997,LEUG
336,-26.482950611416573,56,2698,17,-0.0,-283.66933299507997,LEUG
337,-36.19056592090476,77,2698,17,-0.0,-283.66933299507997,LEUG
338,-42.41102267301829,39,2698,17,-0.0,-283.66933299507997,LEUG
339,-85.27156052471189,359,2698,17,-0.0,-283.66933299507997,LEUG
340,-17.09981123824109,28,2698,17,-0.0,-283.66933299507997,LEUG
341,-24.267384647049777,52,2698,17,-0.0,-283.66933299507997,LEUG
342,-32.76981391162562,66,2698,17,-0.0,-283.66933299507997,LEUG
343,-36.32237723586173,57,2698,17,-0.0,-283.66933299507997,LEUG
344,-51.425605340892844,63,2698,17,-0.0,-283.66933299507997,LEUG
345,-25.484001761079885,62,2698,17,-0.0,-283.66933299507997,LEUG
346,-41.55278687387669,164,2698,17,-0.0,-283.66933299507997,LEUG
347,-20.82551834161919,45,2698,17,-0.0,-283.66933299507997,LEUG
348,-15.370444199385094,55,2698,17,-0.0,-283.66933299507997,LEUG
349,-27.647166295470708,37,2698,17,-0.0,-283.66933299507997,LEUG
350,-17.729472358793537,40,2698,17,-0.0,-283.66933299507997,LEUG
351,-45.53787192013871,141,2698,17,-0.0,-283.66933299507997,LEUG
352,-90.3288191650697,289,2698,17,-0.0,-283.66933299507997,LEUG
353,-55.02478988158662,90,2698,17,-0.0,-283.66933299507997,LEUG
354,-56.43168621742936,225,2698,17,-0.0,-283.66933299507997,LEUG
355,-15.060013562990708,26,2698,17,-0.0,-283.66933299507997,LEUG
356,-71.73262846625337,288,2698,17,-0.0,-283.66933299507997,LEUG
357,-80.71289493630634,380,2698,17,-0.0,-283.66933299507997,LEUG
358,-36.70020894052581,40,2698,17,-0.0,-283.66933299507997,LEUG
359,-42.510878904548605,74,2698,17,-0.0,-283.66933299507997,LEUG
360,-31.765892522058223,25,2698,17,-0.0,-283.66933299507997,LEUG
361,-51.62321309590109,97,2698,17,-0.0,-283.66933299507997,LEUG
362,-30.615489411068022,109,2698,17,-0.0,-283.66933299507997,LEUG
363,-25.383558242304655,30,2698,17,-0.0,-283.66933299507997,LEUG
364,-18.562819011976064,21,2698,17,-0.0,-283.66933299507997,LEUG
365,-99.02148308998557,277,2698,17,-0.0,-283.66933299507997,LEUG
366,-14.091438421495216,30,2698,17,-0.0,-283.66933299507997,LEUG
367,-70.64878693224694,180,2698,17,-0.0,-283.66933299507997,LEUG
368,-100.69934616722114,469,2698,17,-0.0,-283.66933299507997,LEUG
369,-44.29119365061156,129,2698,17,-0.0,-283.66933299507997,LEUG
370,-48.3240093677078,93,2698,17,-0.0,-283.66933299507997,LEUG
371,-18.754763172374584,41,2698,17,-0.0,-283.66933299507997,LEUG
372,-95.08262243336625,236,2698,17,-0.0,-283.66933299507997,LEUG
373,-73.52847943250616,100,2698,17,-0.0,-283.66933299507997,LEUG
374,-25.58859783294273,33,2698,17,-0.0,-283.66933299507997,LEUG
375,-29.444088279846557,33,2698,17,-0.0,-283.66933299507997,LEUG
