,userId,itemId,rating
465,72,56174,4.5
466,76,56174,2.0
467,80,56174,4.5
468,105,56174,4.0
469,111,56174,2.5
470,119,56174,4.5
471,122,56174,4.0
472,125,56174,2.0
473,141,56174,3.5
474,203,56174,4.0
475,210,56174,2.5
476,219,56174,3.0
477,226,56174,4.0
478,232,56174,3.0
479,239,56174,3.0
480,249,56174,4.0
481,256,56174,4.0
482,274,56174,4.0
483,288,56174,2.5
484,292,56174,3.5
485,300,56174,3.0
486,305,56174,3.5
487,307,56174,3.5
488,308,56174,1.0
489,318,56174,4.0
490,331,56174,4.0
491,332,56174,3.0
492,334,56174,3.5
493,339,56174,4.5
494,341,56174,4.0
495,354,56174,3.0
496,357,56174,4.0
497,365,56174,3.5
498,380,56174,4.0
499,381,56174,4.0
500,414,56174,3.5
501,419,56174,3.5
502,434,56174,3.0
503,443,56174,4.0
504,448,56174,3.0
505,466,56174,4.5
506,475,56174,4.5
507,477,56174,4.0
508,483,56174,3.0
509,489,56174,2.5
510,495,56174,3.5
511,509,56174,3.5
512,517,56174,3.0
513,523,56174,5.0
514,534,56174,3.5
515,551,56174,4.0
516,561,56174,2.5
517,580,56174,4.5
518,599,56174,2.5
519,606,56174,2.5
520,610,56174,4.0
521,177,56176,2.0
522,377,56176,0.5
523,382,56176,2.0
524,68,56251,4.0
525,177,56251,3.5
526,219,56251,4.0
527,256,56251,4.0
528,274,56251,4.0
529,298,56251,3.0
530,420,56251,4.0
531,448,56251,3.0
532,477,56251,4.5
533,483,56251,5.0
534,199,56274,3.0
535,499,56286,4.0
536,599,56286,3.0
537,606,56333,3.5
538,68,56336,2.0
539,610,56336,4.0
540,68,56339,3.5
541,177,56339,4.0
542,274,56339,4.0
543,288,56339,3.5
544,357,56339,4.5
545,454,56339,3.5
546,483,56339,4.5
547,562,56339,3.5
548,10,56367,3.5
549,22,56367,0.5
550,28,56367,2.5
551,41,56367,2.5
552,51,56367,5.0
553,68,56367,3.0
554,83,56367,3.5
555,89,56367,2.0
556,104,56367,4.0
557,132,56367,3.0
558,141,56367,3.0
559,153,56367,4.0
560,159,56367,5.0
561,177,56367,4.5
562,199,56367,3.5
563,200,56367,5.0
564,212,56367,3.5
565,219,56367,4.5
566,222,56367,3.0
567,226,56367,3.5
568,227,56367,4.5
569,232,56367,4.5
570,249,56367,4.0
571,261,56367,5.0
572,274,56367,3.5
573,280,56367,4.0
574,298,56367,3.5
575,305,56367,5.0
576,307,56367,4.5
577,308,56367,5.0
578,318,56367,4.0
579,322,56367,5.0
580,343,56367,4.5
581,357,56367,4.5
582,365,56367,3.0
583,381,56367,5.0
584,387,56367,4.0
585,414,56367,4.0
586,420,56367,4.5
587,426,56367,4.5
588,460,56367,4.5
589,477,56367,4.0
590,483,56367,4.5
591,487,56367,4.0
592,489,56367,3.0
593,490,56367,3.5
594,503,56367,1.5
595,506,56367,4.0
596,519,56367,4.0
597,523,56367,4.0
598,525,56367,4.5
599,560,56367,3.5
600,563,56367,3.0
601,598,56367,5.0
602,610,56367,4.0
603,68,56379,2.5
604,414,56379,3.5
605,578,56389,4.0
606,474,56563,3.5
607,525,56563,4.0
608,560,56563,2.5
609,599,56563,3.0
610,28,56587,3.0
611,47,56587,4.0
612,62,56587,4.5
613,68,56587,3.0
614,89,56587,2.5
615,177,56587,4.0
616,298,56587,2.0
617,318,56587,3.5
618,339,56587,3.5
619,352,56587,4.0
620,414,56587,2.5
621,517,56587,3.0
622,560,56587,2.5
623,28,56607,2.5
624,318,56607,4.0
625,474,56607,3.5
626,610,56620,3.0
627,153,56715,4.5
628,274,56715,3.5
629,298,56715,3.0
630,356,56715,4.0
631,358,56715,4.0
632,371,56715,5.0
633,18,56757,4.0
634,62,56757,4.5
635,68,56757,2.0
636,74,56757,4.0
637,103,56757,4.0
638,105,56757,4.0
639,111,56757,3.5
640,139,56757,1.0
641,177,56757,3.5
642,200,56757,4.5
643,226,56757,4.0
644,232,56757,4.5
645,274,56757,4.0
646,307,56757,4.5
647,381,56757,4.5
648,401,56757,4.5
649,414,56757,4.0
650,420,56757,4.0
651,483,56757,4.0
652,509,56757,3.0
653,523,56757,5.0
654,560,56757,3.0
655,562,56757,5.0
656,610,56757,3.5
657,21,56775,3.5
658,62,56775,3.5
659,68,56775,2.5
660,73,56775,3.5
661,98,56775,4.0
662,104,56775,3.0
663,111,56775,3.5
664,177,56775,4.0
665,219,56775,2.5
666,249,56775,3.5
667,274,56775,3.0
668,292,56775,4.0
669,298,56775,2.0
670,305,56775,3.0
671,318,56775,3.0
672,352,56775,3.5
673,361,56775,4.0
674,380,56775,4.0
675,381,56775,2.0
676,382,56775,3.0
677,408,56775,4.0
678,495,56775,1.5
679,517,56775,2.0
680,600,56775,0.5
681,22,56782,4.0
682,28,56782,3.0
683,74,56782,4.5
684,76,56782,3.5
685,88,56782,4.5
686,103,56782,4.5
687,105,56782,4.5
688,122,56782,5.0
689,132,56782,2.5
690,199,56782,4.0
691,227,56782,4.5
692,249,56782,5.0
693,274,56782,3.5
694,279,56782,4.5
695,301,56782,4.5
696,305,56782,4.5
697,307,56782,4.0
698,331,56782,5.0
699,332,56782,4.0
700,339,56782,5.0
701,362,56782,5.0
702,387,56782,4.0
703,414,56782,3.5
704,506,56782,4.0
705,567,56782,5.0
706,599,56782,3.0
707,610,56782,5.0
708,22,56788,1.0
709,139,56788,2.0
710,177,56788,4.5
711,219,56788,4.5
712,301,56788,4.0
713,356,56788,4.0
714,414,56788,3.5
715,590,56788,3.5
716,52,56801,3.0
717,98,56801,4.0
718,298,56801,2.0
719,305,56801,3.5
720,380,56801,2.0
721,610,56801,1.0
722,111,56805,2.5
723,226,56805,3.5
724,274,56805,3.0
725,307,56805,3.0
726,357,56805,4.5
727,377,56837,3.0
728,339,56869,4.0
729,414,56908,4.0
730,210,56915,4.0
731,28,56921,2.0
732,356,56921,5.0
733,414,56921,3.5
734,477,56921,4.5
735,534,56921,4.0
736,41,56941,3.5
737,68,56941,2.0
738,177,56941,5.0
739,298,56941,0.5
740,351,56941,3.0
741,432,56941,4.0
742,489,56941,3.5
743,511,56941,4.0
744,517,56941,2.0
745,562,56941,3.5
746,563,56941,3.0
747,10,56949,3.0
748,68,56949,4.0
749,104,56949,3.5
750,111,56949,2.5
751,143,56949,3.0
752,175,56949,4.0
753,177,56949,3.5
754,200,56949,4.0
755,232,56949,3.0
756,280,56949,3.0
757,345,56949,4.0
758,357,56949,3.0
759,365,56949,0.5
760,382,56949,3.0
761,406,56949,5.0
762,506,56949,3.0
763,525,56949,2.5
764,562,56949,4.5
765,563,56949,3.0
766,605,56949,4.0
767,74,57147,4.0
768,105,57183,5.0
769,184,57183,4.0
770,199,57243,3.5
771,232,57243,3.0
772,477,57243,4.0
773,213,57274,3.0
774,274,57274,3.5
775,380,57274,5.0
776,432,57274,5.0
777,483,57274,3.5
778,533,57274,5.0
779,562,57274,3.5
780,610,57274,4.0
781,232,57326,0.5
782,24,57368,3.5
783,28,57368,2.0
784,52,57368,5.0
785,68,57368,2.0
786,80,57368,4.0
787,219,57368,2.0
788,220,57368,4.0
789,232,57368,2.5
790,239,57368,2.5
791,249,57368,4.0
792,274,57368,3.0
793,279,57368,3.0
794,298,57368,3.0
795,307,57368,3.0
796,318,57368,4.0
797,339,57368,2.5
798,352,57368,4.5
799,380,57368,4.0
800,414,57368,3.0
801,419,57368,4.0
802,448,57368,2.0
803,466,57368,4.0
804,477,57368,4.5
805,560,57368,4.5
806,561,57368,3.0
807,599,57368,3.0
808,610,57368,4.0
809,610,57421,4.0
810,599,57499,3.0
811,567,57502,4.0
812,105,57504,4.5
813,212,57504,3.0
814,298,57504,4.0
815,483,57504,4.0
816,509,57504,3.5
817,522,57504,5.0
818,523,57504,5.0
819,534,57504,4.5
820,567,57504,3.0
821,610,57504,4.5
822,103,57522,3.5
823,232,57526,3.0
824,18,57528,2.5
825,28,57528,2.0
826,52,57528,3.0
827,122,57528,4.0
828,249,57528,4.0
829,274,57528,3.5
830,380,57528,4.0
831,561,57528,3.0
832,610,57528,3.5
833,51,57532,3.5
834,249,57532,0.5
835,305,57532,3.5
836,274,57536,3.5
837,307,57536,3.0
838,610,57637,3.5
839,21,57640,3.0
840,28,57640,4.0
841,68,57640,3.5
842,200,57640,4.0
843,274,57640,3.5
844,298,57640,4.0
845,305,57640,4.0
846,380,57640,4.0
847,448,57640,3.0
848,477,57640,4.5
849,483,57640,4.5
850,489,57640,4.5
851,534,57640,4.0
852,599,57640,3.5
853,610,57640,4.0
854,18,57669,4.0
855,28,57669,4.0
856,41,57669,4.5
857,52,57669,5.0
858,63,57669,5.0
859,68,57669,4.0
860,76,57669,4.0
861,152,57669,4.0
862,168,57669,4.0
863,199,57669,3.0
864,209,57669,4.5
865,211,57669,4.5
866,212,57669,3.5
867,219,57669,4.5
868,232,57669,3.5
869,233,57669,3.0
870,246,57669,4.5
871,249,57669,4.0
872,279,57669,4.0
873,288,57669,5.0
874,298,57669,2.5
875,305,57669,5.0
876,317,57669,4.0
877,326,57669,4.5
878,331,57669,5.0
879,351,57669,3.5
880,356,57669,4.0
881,380,57669,5.0
882,393,57669,5.0
883,414,57669,4.5
884,448,57669,4.0
885,477,57669,5.0
886,483,57669,4.5
887,525,57669,3.5
888,560,57669,4.5
889,564,57669,3.0
890,596,57669,5.0
891,610,57669,5.0
892,318,57772,3.5
893,599,57772,4.0
894,351,57843,4.5
895,274,57910,2.0
896,68,57951,3.0
897,111,57951,3.5
898,298,57951,0.5
899,21,58025,2.0
900,68,58025,3.0
901,105,58025,3.5
902,139,58025,1.5
903,177,58025,3.0
904,220,58025,4.0
905,232,58025,3.0
906,233,58025,3.0
907,249,58025,4.0
908,274,58025,2.5
909,380,58025,3.5
910,382,58025,3.5
911,448,58025,1.5
912,464,58025,2.5
913,475,58025,4.5
914,509,58025,2.5
915,534,58025,4.0
916,610,58025,2.5
917,10,58047,3.5
918,62,58047,3.5
919,68,58047,3.5
920,73,58047,4.5
921,89,58047,2.5
922,98,58047,2.0
923,177,58047,3.5
924,215,58047,4.0
925,232,58047,4.0
926,298,58047,2.5
927,306,58047,3.0
928,414,58047,3.5
929,562,58047,5.0
930,564,58047,3.0
931,68,58078,3.0
932,74,58103,4.0
933,213,58103,3.5
934,249,58103,4.0
935,414,58103,3.5
936,590,58103,2.5
937,610,58103,3.0
938,232,58105,2.0
939,307,58105,3.5
940,334,58105,3.5
941,382,58105,4.0
942,586,58105,4.0
943,68,58107,2.5
944,175,58107,4.0
945,177,58154,4.0
946,414,58154,4.0
947,432,58154,4.0
948,506,58154,3.0
949,563,58154,3.5
950,578,58154,4.5
951,111,58156,3.5
952,222,58156,3.5
953,232,58156,3.0
954,249,58156,3.0
955,298,58156,1.5
956,307,58156,3.0
957,408,58156,3.0
958,414,58156,2.0
959,419,58156,3.5
960,448,58156,3.0
961,68,58162,2.5
962,298,58162,1.5
963,307,58162,4.0
964,318,58162,3.5
965,356,58162,3.5
966,414,58162,3.5
967,489,58162,2.5
968,462,58191,4.0
969,307,58287,1.0
970,89,58291,4.5
971,28,58293,0.5
972,68,58293,4.0
973,86,58293,2.5
974,158,58293,3.5
975,200,58293,4.0
976,232,58293,2.0
977,249,58293,3.0
978,256,58293,4.0
979,292,58293,3.0
980,318,58293,3.0
981,387,58293,2.0
982,398,58293,1.5
983,414,58293,2.0
984,432,58293,2.5
985,509,58293,3.0
986,545,58293,3.0
987,560,58293,2.5
988,18,58295,3.5
989,68,58295,3.5
990,177,58295,2.0
991,219,58295,4.0
992,249,58295,3.0
993,274,58295,3.5
994,318,58295,3.0
995,414,58295,3.5
996,522,58295,4.5
997,537,58295,5.0
998,553,58295,5.0
999,606,58295,3.0
1000,610,58295,3.5
1001,534,58297,4.0
1002,18,58299,4.0
1003,68,58299,3.0
1004,212,58299,4.0
1005,220,58299,3.0
1006,232,58299,3.5
1007,292,58299,3.0
1008,305,58299,4.0
1009,483,58299,3.0
1010,125,58301,5.0
1011,305,58301,4.5
1012,567,58301,4.5
1013,610,58301,3.5
1014,83,58303,1.5
1015,227,58303,4.0
1016,326,58303,4.5
1017,599,58306,2.5
1018,253,58309,4.5
1019,249,58315,2.5
1020,298,58315,0.5
1021,307,58315,2.0
1022,484,58315,3.5
1023,204,58332,3.5
1024,274,58332,3.0
1025,610,58332,2.0
1026,68,58347,3.5
1027,177,58347,4.0
1028,563,58347,2.0
1029,605,58347,4.5
1030,448,58351,4.0
1031,318,58376,4.5
1032,339,58376,3.0
1033,380,58404,3.0
1034,599,58404,2.5
1035,105,58425,5.0
1036,318,58425,4.0
1037,599,58425,3.5
1038,356,58492,3.0
1039,105,58554,2.0
1040,326,58554,5.0
1041,2,58559,4.5
1042,10,58559,4.5
1043,15,58559,2.0
1044,16,58559,4.5
1045,17,58559,4.5
1046,18,58559,4.0
1047,21,58559,3.5
1048,22,58559,3.0
1049,24,58559,4.0
1050,25,58559,5.0
1051,28,58559,3.5
1052,30,58559,5.0
1053,50,58559,3.0
1054,51,58559,4.0
1055,52,58559,5.0
1056,60,58559,5.0
1057,62,58559,5.0
1058,63,58559,5.0
1059,65,58559,4.5
1060,68,58559,5.0
1061,73,58559,4.5
1062,76,58559,3.0
1063,77,58559,5.0
1064,80,58559,5.0
1065,83,58559,5.0
1066,86,58559,4.5
1067,88,58559,5.0
1068,103,58559,5.0
1069,111,58559,4.0
1070,112,58559,5.0
1071,119,58559,4.5
1072,122,58559,4.0
1073,125,58559,4.0
1074,131,58559,4.0
1075,132,58559,3.5
1076,139,58559,3.5
1077,141,58559,5.0
1078,152,58559,4.0
1079,177,58559,5.0
1080,184,58559,5.0
1081,189,58559,5.0
1082,196,58559,5.0
1083,200,58559,5.0
1084,204,58559,4.0
1085,210,58559,4.0
1086,211,58559,4.5
1087,212,58559,3.5
1088,213,58559,4.5
1089,219,58559,5.0
1090,220,58559,5.0
1091,222,58559,3.5
1092,223,58559,4.5
1093,227,58559,4.5
1094,231,58559,5.0
1095,232,58559,5.0
1096,233,58559,4.5
1097,237,58559,3.5
1098,239,58559,4.5
1099,247,58559,4.0
1100,248,58559,2.5
1101,249,58559,5.0
1102,261,58559,5.0
1103,274,58559,4.5
1104,279,58559,4.0
1105,280,58559,4.5
1106,282,58559,5.0
1107,288,58559,4.5
1108,291,58559,5.0
1109,292,58559,4.0
1110,298,58559,3.5
1111,305,58559,5.0
1112,307,58559,4.5
1113,308,58559,4.0
1114,317,58559,4.0
1115,318,58559,4.0
1116,319,58559,5.0
1117,322,58559,3.5
1118,328,58559,2.0
1119,330,58559,5.0
1120,331,58559,5.0
1121,332,58559,4.0
1122,334,58559,3.0
1123,348,58559,4.5
1124,351,58559,3.5
1125,356,58559,5.0
1126,357,58559,4.5
1127,365,58559,3.5
1128,366,58559,4.0
1129,378,58559,4.5
1130,380,58559,5.0
1131,382,58559,5.0
1132,393,58559,5.0
1133,400,58559,4.5
1134,407,58559,5.0
1135,408,58559,5.0
1136,414,58559,4.0
1137,415,58559,4.0
1138,417,58559,4.0
1139,424,58559,3.5
1140,432,58559,4.0
1141,434,58559,5.0
1142,435,58559,5.0
1143,441,58559,5.0
1144,448,58559,3.5
1145,472,58559,5.0
1146,477,58559,4.5
1147,483,58559,4.0
1148,489,58559,4.0
1149,490,58559,4.0
1150,495,58559,5.0
1151,496,58559,4.5
1152,497,58559,4.0
1153,509,58559,3.5
1154,514,58559,3.0
1155,515,58559,5.0
1156,522,58559,5.0
1157,523,58559,5.0
1158,525,58559,4.0
1159,528,58559,5.0
1160,538,58559,4.5
1161,548,58559,5.0
1162,549,58559,4.0
1163,550,58559,4.0
1164,560,58559,4.5
1165,561,58559,5.0
1166,562,58559,4.0
1167,567,58559,4.0
1168,573,58559,5.0
1169,582,58559,4.5
1170,585,58559,4.0
1171,586,58559,4.5
1172,590,58559,4.5
1173,596,58559,4.0
1174,599,58559,3.5
1175,600,58559,3.5
1176,610,58559,4.5
1177,232,58627,3.5
1178,298,58655,2.0
1179,564,58655,5.0
1180,606,58783,2.5
1181,28,58803,3.0
1182,62,58803,4.0
1183,76,58803,3.0
1184,103,58803,4.0
1185,105,58803,4.0
1186,123,58803,4.5
1187,146,58803,3.5
1188,177,58803,4.0
1189,204,58803,5.0
1190,232,58803,3.5
1191,249,58803,3.5
1192,274,58803,2.0
1193,280,58803,4.5
1194,305,58803,4.0
1195,448,58803,4.0
1196,495,58803,4.0
1197,564,58803,3.5
1198,298,58806,2.5
1199,414,58806,3.0
1200,610,58826,2.5
1201,68,58839,1.0
1202,232,58839,3.0
1203,288,58839,3.0
1204,414,58839,2.5
1205,339,58842,4.5
1206,274,58870,3.0
1207,610,58870,4.0
1208,232,58876,3.0
1209,414,58876,3.5
1210,414,58879,3.5
1211,610,58964,4.0
1212,103,58972,3.5
1213,464,58972,2.5
1214,610,58975,3.5
1215,21,58998,4.5
1216,24,58998,4.0
1217,41,58998,4.0
1218,52,58998,5.0
1219,68,58998,5.0
1220,89,58998,3.0
1221,111,58998,5.0
1222,122,58998,4.5
1223,177,58998,2.0
1224,199,58998,4.5
1225,219,58998,4.0
1226,232,58998,4.5
1227,249,58998,4.0
1228,288,58998,4.5
1229,298,58998,3.0
1230,305,58998,4.0
1231,307,58998,4.0
1232,317,58998,4.0
1233,365,58998,2.0
1234,403,58998,4.0
1235,414,58998,3.5
1236,441,58998,4.0
1237,483,58998,4.5
1238,490,58998,3.0
1239,495,58998,5.0
1240,506,58998,5.0
1241,514,58998,3.5
1242,525,58998,4.0
1243,534,58998,4.0
1244,563,58998,2.5
1245,564,58998,4.0
1246,573,58998,4.5
1247,590,58998,3.0
