,userId,date,ratings_per_day
593,104,2011-01-07,1
594,104,2011-01-08,1
595,104,2011-01-09,1
596,104,2011-03-02,1
597,104,2011-03-03,1
598,104,2011-03-27,1
599,104,2011-08-20,1
600,104,2011-12-29,3
601,104,2012-01-05,1
602,104,2012-01-07,1
603,104,2012-03-25,3
604,104,2012-05-16,1
605,104,2012-08-17,2
606,104,2012-09-14,1
607,104,2012-10-26,7
608,104,2012-11-13,2
609,104,2012-12-15,1
610,104,2012-12-17,1
611,104,2012-12-26,2
612,104,2013-01-07,4
613,104,2013-01-11,1
614,104,2013-06-14,2
615,104,2013-08-22,5
616,104,2014-09-27,3
617,104,2014-11-17,4
667,115,1999-12-12,26
668,115,1999-12-16,1
669,115,2000-01-20,8
670,115,2000-01-29,1
671,115,2000-04-16,2
672,115,2000-05-07,16
673,115,2000-05-08,2
674,115,2000-05-15,1
675,115,2000-05-17,4
676,115,2000-05-31,12
677,115,2000-07-16,2
678,115,2000-07-17,3
679,115,2000-08-05,5
680,115,2000-08-22,2
681,115,2000-08-23,2
682,115,2000-10-01,3
683,115,2000-10-05,3
684,115,2000-10-06,8
685,115,2000-10-23,3
686,115,2000-12-24,8
690,119,2015-07-03,52
691,119,2015-07-04,29
692,119,2015-07-05,3
693,119,2015-07-11,17
694,119,2015-07-24,2
695,119,2015-07-25,7
696,119,2015-07-26,6
697,119,2015-07-31,1
698,119,2015-08-01,16
699,119,2015-08-02,3
700,119,2015-08-08,2
701,119,2015-08-09,4
702,119,2015-08-13,3
703,119,2015-08-17,1
704,119,2015-08-23,1
705,119,2015-08-29,4
706,119,2015-09-05,2
707,119,2015-09-13,2
708,119,2015-09-19,1
709,119,2015-09-21,1
710,119,2015-10-02,1
711,119,2015-10-26,1
712,119,2015-11-16,7
713,119,2015-11-27,1
714,119,2015-11-28,2
715,119,2015-11-29,2
716,119,2015-12-07,1
717,119,2015-12-19,3
718,119,2015-12-20,1
719,119,2015-12-30,1
720,119,2016-01-24,1
721,119,2016-01-25,1
722,119,2016-02-14,8
723,119,2016-02-16,1
724,119,2016-03-28,7
725,119,2016-05-22,1
726,119,2016-07-09,3
727,119,2016-07-13,3
728,119,2017-07-02,1
729,119,2017-09-10,10
730,119,2017-09-13,2
740,125,2016-09-17,17
741,125,2016-09-19,119
742,125,2016-09-20,25
743,125,2016-09-21,96
744,125,2016-09-22,21
745,125,2016-09-23,11
746,125,2016-09-25,1
747,125,2016-09-29,3
748,125,2016-09-30,2
749,125,2016-10-01,1
750,125,2016-10-02,7
751,125,2016-10-03,1
752,125,2016-10-05,1
753,125,2016-10-07,1
754,125,2016-10-09,2
755,125,2016-10-10,1
756,125,2016-10-12,2
757,125,2016-10-13,2
758,125,2016-10-19,4
759,125,2016-10-27,1
760,125,2016-11-03,2
761,125,2016-12-03,7
762,125,2016-12-10,5
763,125,2016-12-11,1
764,125,2017-01-05,2
765,125,2017-01-27,3
766,125,2017-01-28,1
767,125,2017-03-08,3
768,125,2017-05-14,7
769,125,2017-05-24,2
770,125,2017-10-08,1
771,125,2017-12-19,7
772,125,2017-12-20,1
794,140,1999-11-17,77
795,140,1999-11-18,9
796,140,1999-12-06,2
797,140,1999-12-14,1
798,140,2000-01-04,1
799,140,2000-01-05,2
800,140,2000-02-02,1
801,140,2000-02-04,58
802,140,2000-02-21,8
803,140,2000-02-24,1
804,140,2000-03-03,2
805,140,2000-04-07,1
806,140,2000-06-09,7
807,140,2000-08-23,30
808,140,2000-11-03,3
809,140,2000-11-09,3
810,140,2000-12-21,3
811,140,2001-01-25,3
812,140,2001-02-06,1
813,140,2001-03-23,1
814,140,2001-06-01,1
815,140,2001-06-22,10
816,140,2001-08-16,10
817,140,2001-09-04,1
818,140,2001-09-19,1
819,140,2001-10-25,6
820,140,2001-10-26,2
821,140,2001-11-09,3
822,140,2001-11-30,1
823,140,2001-12-13,2
824,140,2001-12-19,3
825,140,2002-01-11,6
826,140,2002-01-31,14
827,140,2002-02-13,2
828,140,2002-02-20,5
829,140,2002-03-06,1
830,140,2002-04-11,1
831,140,2002-05-03,1
832,140,2002-05-08,3
833,140,2002-05-13,2
834,140,2002-05-20,33
835,140,2002-06-14,4
836,140,2002-06-21,1
837,140,2002-07-30,7
838,140,2002-08-28,9
839,140,2002-09-09,1
840,140,2002-09-17,5
841,140,2002-10-04,1
842,140,2002-10-11,2
843,140,2002-10-23,2
844,140,2002-11-04,4
845,140,2002-11-11,5
846,140,2002-11-25,2
847,140,2002-12-10,4
848,140,2003-02-05,4
849,140,2003-03-22,2
850,140,2003-06-08,41
851,140,2003-06-18,5
852,140,2003-07-16,11
853,140,2003-08-08,2
854,140,2003-11-05,12
855,140,2003-12-17,2
856,140,2004-01-26,4
857,140,2004-01-27,12
858,140,2004-03-16,11
859,140,2004-03-25,3
860,140,2004-04-01,6
861,140,2004-05-11,2
862,140,2004-05-26,13
863,140,2004-06-15,5
864,140,2004-10-04,5
865,140,2005-05-05,18
866,140,2005-06-02,19
867,140,2005-07-12,3
868,140,2005-08-23,8
869,140,2005-09-09,2
870,140,2006-04-25,6
871,140,2006-07-14,8
872,140,2006-08-25,7
873,140,2006-09-28,1
874,140,2006-10-13,2
875,140,2006-12-20,8
876,140,2007-02-23,11
877,140,2007-05-31,5
878,140,2007-08-02,1
919,160,2000-10-09,211
920,160,2000-10-10,20
921,160,2000-10-13,29
922,160,2000-10-15,45
923,160,2000-11-17,6
924,160,2000-12-01,2
925,160,2000-12-03,4
926,160,2000-12-14,30
927,160,2000-12-18,3
928,160,2001-02-04,3
929,160,2001-03-23,2
930,160,2001-04-03,1
931,160,2001-04-13,1
932,160,2001-05-18,1
933,160,2001-05-28,4
934,160,2001-06-07,5
935,160,2001-06-26,2
936,160,2001-08-22,3
937,160,2001-08-23,3
938,160,2001-10-17,4
939,160,2001-12-18,2
940,160,2003-07-17,19
941,160,2003-10-12,27
942,160,2003-10-13,4
943,160,2004-02-26,6
994,182,2003-06-05,372
995,182,2003-06-09,286
996,182,2003-07-07,19
997,182,2003-07-19,1
998,182,2003-09-11,80
999,182,2003-09-15,11
1000,182,2003-09-16,1
1001,182,2003-09-18,3
1002,182,2003-09-20,1
1003,182,2003-09-21,2
1004,182,2003-09-24,1
1005,182,2003-09-29,8
1006,182,2003-10-09,2
1007,182,2003-10-13,2
1008,182,2003-10-14,1
1009,182,2003-10-16,3
1010,182,2003-10-18,2
1011,182,2003-10-20,17
1012,182,2003-10-25,2
1013,182,2003-11-03,1
1014,182,2003-11-24,8
1015,182,2003-11-30,1
1016,182,2004-01-06,5
1017,182,2004-02-02,3
1018,182,2004-02-03,42
1019,182,2004-02-04,7
1020,182,2004-02-10,1
1021,182,2004-02-15,5
1022,182,2004-02-18,16
1023,182,2004-02-19,2
1024,182,2004-02-24,5
1025,182,2004-02-26,7
1026,182,2004-03-02,4
1027,182,2004-05-21,8
1028,182,2004-07-20,4
1029,182,2004-08-06,2
1030,182,2004-09-05,1
1031,182,2005-05-22,3
1032,182,2005-07-09,12
1033,182,2005-09-13,10
1034,182,2005-09-20,8
1035,182,2006-05-02,4
1036,182,2006-10-23,4
1054,195,2000-11-20,101
1055,195,2000-11-23,2
1056,195,2000-11-30,1
1057,195,2000-12-29,1
1058,195,2001-01-09,2
1059,195,2001-01-11,1
1060,195,2001-01-14,4
1061,195,2001-01-19,3
1062,195,2001-02-12,3
1063,195,2001-04-15,1
1064,195,2001-04-16,2
1065,195,2001-07-02,4
1066,195,2001-07-04,2
1067,195,2001-07-26,1
1068,195,2001-08-07,1
1069,195,2001-08-08,1
1070,195,2001-08-13,2
1071,195,2001-08-16,8
1072,195,2001-09-01,1
1073,195,2001-10-11,1
1074,195,2001-12-17,31
1075,195,2001-12-30,2
1076,195,2001-12-31,1
1077,195,2002-01-24,3
1078,195,2002-01-28,5
1079,195,2002-02-03,1
1080,195,2002-04-05,2
1087,199,1999-10-20,85
1088,199,1999-10-21,4
1089,199,1999-10-22,28
1090,199,1999-10-30,5
1091,199,1999-10-31,2
1092,199,1999-11-03,1
1093,199,1999-11-27,3
1094,199,1999-12-06,2
1095,199,1999-12-12,2
1096,199,1999-12-26,2
1097,199,1999-12-30,12
1098,199,2000-01-16,1
1099,199,2000-02-26,1
1100,199,2000-03-05,1
1101,199,2000-03-28,1
1102,199,2000-04-09,3
1103,199,2000-04-15,1
1104,199,2000-05-30,1
1105,199,2000-12-08,2
1106,199,2001-01-13,1
1107,199,2001-07-15,5
1108,199,2002-04-07,6
1109,199,2002-04-15,1
1110,199,2002-04-29,1
1111,199,2002-05-12,1
1112,199,2002-05-23,1
1113,199,2002-05-26,1
1114,199,2002-05-28,1
1115,199,2002-06-02,1
1116,199,2002-06-09,20
1117,199,2002-06-15,1
1118,199,2002-06-20,1
1119,199,2002-06-22,1
1120,199,2002-06-23,1
1121,199,2002-06-24,1
1122,199,2002-07-06,3
1123,199,2002-07-14,1
1124,199,2002-07-31,1
1125,199,2002-08-24,1
1126,199,2003-05-01,1
1127,199,2003-07-07,7
1128,199,2003-08-07,11
1129,199,2003-08-19,2
1130,199,2003-08-24,1
1131,199,2003-09-20,1
1132,199,2003-09-27,2
1133,199,2003-11-09,1
1134,199,2003-12-01,1
1135,199,2003-12-09,4
1136,199,2003-12-11,2
1137,199,2004-01-04,1
1138,199,2004-01-13,4
1139,199,2004-04-21,5
1140,199,2004-06-13,2
1141,199,2004-07-23,3
1142,199,2004-08-01,2
1143,199,2004-08-29,2
1144,199,2004-09-04,18
1145,199,2004-09-07,3
1146,199,2004-09-16,9
1147,199,2004-11-07,1
1148,199,2004-11-21,2
1149,199,2004-11-27,1
1150,199,2004-11-29,1
1151,199,2004-11-30,2
1152,199,2004-12-05,1
1153,199,2005-01-02,1
1154,199,2005-01-09,1
1155,199,2005-01-12,3
1156,199,2005-01-14,2
1157,199,2005-01-25,1
1158,199,2005-04-04,1
1159,199,2005-04-12,2
1160,199,2005-04-16,1
1161,199,2005-04-25,1
1162,199,2005-05-08,1
1163,199,2005-06-19,3
1164,199,2005-08-07,1
1165,199,2005-08-18,1
1166,199,2005-09-06,4
1167,199,2005-11-28,3
1168,199,2008-04-20,4
1169,199,2009-12-21,30
1170,199,2014-05-28,6
1192,210,2016-09-12,9
1193,210,2016-09-14,14
1194,210,2016-09-15,1
1195,210,2016-10-01,2
1196,210,2016-10-02,1
1197,210,2016-10-03,1
1198,210,2016-10-04,2
1199,210,2016-12-01,1
1200,210,2016-12-02,2
1201,210,2016-12-03,1
1202,210,2017-12-22,3
1203,210,2018-01-27,3
1204,210,2018-01-28,7
1205,210,2018-01-31,1
1206,210,2018-03-27,1
1207,210,2018-05-25,59
1208,210,2018-05-31,4
1209,210,2018-06-01,2
1210,210,2018-06-08,1
1211,210,2018-06-09,1
1212,210,2018-06-10,2
1213,210,2018-07-01,2
1214,210,2018-08-07,6
1215,210,2018-08-08,1
1216,210,2018-08-11,1
1217,210,2018-09-13,1
1218,210,2018-09-16,2
1219,210,2018-09-22,7
1243,219,2007-11-10,165
1244,219,2007-11-11,48
1245,219,2007-11-12,10
1246,219,2007-11-13,75
1247,219,2007-11-17,20
1248,219,2007-11-18,30
1249,219,2007-11-22,19
1250,219,2007-11-24,7
1251,219,2007-11-25,25
1252,219,2007-12-01,2
1253,219,2007-12-24,4
1254,219,2007-12-27,34
1255,219,2007-12-28,8
1256,219,2007-12-29,3
1257,219,2008-01-01,1
1258,219,2008-01-06,3
1259,219,2008-01-12,1
1260,219,2008-01-17,3
1261,219,2008-01-22,15
1262,219,2008-02-26,1
1263,219,2008-03-23,12
1264,219,2008-05-14,1
1265,219,2008-06-21,15
1266,219,2008-07-30,9
1267,219,2008-08-08,2
1268,219,2008-09-13,2
1269,219,2008-10-26,2
1270,219,2009-03-16,11
1271,220,2008-12-23,139
1272,220,2008-12-24,3
1273,220,2008-12-26,4
1274,220,2008-12-30,1
1275,220,2008-12-31,6
1276,220,2009-01-01,1
1277,220,2009-01-17,1
1278,220,2009-02-24,4
1279,220,2009-03-08,3
1280,220,2009-03-25,4
1281,220,2009-03-31,2
1282,220,2009-04-01,1
1283,220,2009-04-11,1
1284,220,2009-04-23,1
1285,220,2009-04-28,1
1286,220,2009-05-02,5
1287,220,2009-05-08,7
1288,220,2009-06-01,4
1289,220,2009-06-05,1
1290,220,2009-06-10,3
1291,220,2009-06-24,2
1292,220,2009-06-27,1
1293,220,2009-06-28,1
1294,220,2009-07-03,2
1295,220,2009-11-09,5
1296,220,2009-11-24,2
1297,220,2010-02-19,2
1307,226,2004-09-20,203
1308,226,2004-09-21,3
1309,226,2004-09-29,61
1310,226,2004-10-12,39
1311,226,2004-10-21,1
1312,226,2004-11-05,8
1313,226,2004-11-23,13
1314,226,2004-11-28,3
1315,226,2004-12-08,2
1316,226,2005-04-30,37
1317,226,2005-05-14,3
1318,226,2005-06-28,2
1319,226,2005-07-14,1
1320,226,2005-10-24,13
1321,226,2005-11-16,2
1322,226,2006-02-10,6
1323,226,2006-09-26,16
1324,226,2006-09-27,2
1325,226,2006-09-29,1
1326,226,2006-10-05,20
1327,226,2006-10-17,1
1328,226,2006-10-31,2
1329,226,2006-11-02,5
1330,226,2006-11-04,1
1331,226,2006-11-27,3
1332,226,2006-11-28,2
1333,226,2006-11-29,4
1334,226,2006-12-14,2
1335,226,2007-02-20,1
1336,226,2007-02-21,7
1337,226,2007-03-02,1
1338,226,2007-03-10,1
1339,226,2007-09-04,2
1340,226,2007-09-22,2
1341,226,2007-10-23,1
1342,226,2007-11-08,1
1343,226,2007-11-28,12
1344,226,2007-12-17,4
1345,226,2007-12-28,1
1346,226,2007-12-30,1
1347,226,2007-12-31,1
1348,226,2008-01-04,1
1349,226,2008-01-24,6
1350,226,2008-02-18,3
1351,226,2008-02-25,2
1352,226,2008-05-29,1
1353,226,2008-06-09,3
1361,232,2004-02-16,22
1362,232,2004-02-20,3
1363,232,2004-03-05,1
1364,232,2004-03-10,2
1365,232,2004-03-19,1
1366,232,2004-04-28,1
1367,232,2004-05-24,11
1368,232,2004-05-30,1
1369,232,2004-08-12,2
1370,232,2004-09-29,3
1371,232,2004-11-25,9
1372,232,2004-12-06,1
1373,232,2005-01-09,1
1374,232,2005-01-24,1
1375,232,2005-02-13,1
1376,232,2005-03-11,2
1377,232,2005-03-14,1
1378,232,2005-03-21,1
1379,232,2005-04-28,3
1380,232,2005-05-08,2
1381,232,2005-06-21,1
1382,232,2005-07-04,2
1383,232,2005-07-15,1
1384,232,2005-07-21,1
1385,232,2005-09-11,1
1386,232,2005-11-13,2
1387,232,2005-12-02,3
1388,232,2005-12-27,4
1389,232,2005-12-30,2
1390,232,2006-01-22,3
1391,232,2006-02-05,1
1392,232,2006-03-08,11
1393,232,2006-04-10,2
1394,232,2006-04-26,2
1395,232,2006-05-14,1
1396,232,2006-06-11,2
1397,232,2006-09-03,1
1398,232,2006-09-04,2
1399,232,2006-09-20,1
1400,232,2006-10-14,3
1401,232,2006-10-26,2
1402,232,2006-11-09,3
1403,232,2006-11-19,2
1404,232,2006-12-10,7
1405,232,2006-12-24,1
1406,232,2006-12-27,2
1407,232,2007-01-01,3
1408,232,2007-01-04,4
1409,232,2007-02-08,4
1410,232,2007-02-18,2
1411,232,2007-02-21,1
1412,232,2007-02-25,1
1413,232,2007-03-23,2
1414,232,2007-05-04,4
1415,232,2007-06-02,5
1416,232,2007-06-22,1
1417,232,2007-06-27,131
1418,232,2007-06-28,1
1419,232,2007-07-05,2
1420,232,2007-07-12,11
1421,232,2007-10-18,14
1422,232,2007-11-09,2
1423,232,2007-12-31,3
1424,232,2008-01-21,1
1425,232,2008-03-31,42
1426,232,2008-04-03,1
1427,232,2008-04-04,2
1428,232,2008-04-06,3
1429,232,2008-04-07,1
1430,232,2008-04-24,3
1431,232,2008-05-08,4
1432,232,2008-06-11,1
1433,232,2008-06-16,1
1434,232,2008-06-19,2
1435,232,2008-06-20,1
1436,232,2008-07-01,5
1437,232,2008-07-03,1
1438,232,2008-07-08,1
1439,232,2008-07-13,1
1440,232,2008-07-16,1
1441,232,2008-08-01,9
1442,232,2008-08-08,296
1443,232,2008-08-11,2
1444,232,2008-08-27,3
1445,232,2009-02-09,14
1446,232,2009-02-16,2
1447,232,2009-05-09,35
1448,232,2009-05-10,9
1449,232,2009-05-18,1
1450,232,2009-07-10,17
1451,232,2009-07-14,1
1452,232,2009-12-22,4
1453,232,2010-03-24,9
1454,232,2010-03-25,1
1455,232,2010-03-26,11
1456,232,2010-05-03,3
1457,232,2010-07-11,1
1458,232,2010-08-30,40
1459,232,2010-10-21,2
1460,232,2010-10-26,2
1461,232,2011-01-07,4
1462,232,2011-06-05,2
1506,249,2012-09-04,163
1507,249,2012-09-05,32
1508,249,2012-09-07,2
1509,249,2012-09-11,53
1510,249,2012-09-16,1
1511,249,2012-09-17,34
1512,249,2012-09-18,1
1513,249,2012-09-22,3
1514,249,2012-09-24,2
1515,249,2012-09-25,1
1516,249,2012-09-26,2
1517,249,2012-10-01,1
1518,249,2012-10-03,4
1519,249,2012-10-05,3
1520,249,2012-10-11,3
1521,249,2012-10-12,1
1522,249,2012-10-16,1
1523,249,2012-10-21,3
1524,249,2012-10-22,1
1525,249,2012-10-23,1
1526,249,2012-11-19,2
1527,249,2012-11-24,3
1528,249,2012-11-25,56
1529,249,2012-11-28,32
1530,249,2012-11-29,20
1531,249,2012-11-30,1
1532,249,2012-12-02,1
1533,249,2012-12-07,20
1534,249,2012-12-12,2
1535,249,2012-12-13,42
1536,249,2012-12-16,16
