userId,date,ratings-per-day,days-per-user
474,2005-08-25,1,397
474,2005-08-23,1,397
474,2005-08-22,1,397
474,2005-08-18,1,397
474,2005-08-17,1,397
474,2005-07-08,1,397
474,2005-02-01,1,397
474,2005-01-05,1,397
474,2005-01-04,1,397
474,2004-12-23,1,397
474,2003-04-22,1,397
474,2005-01-26,1,397
474,2005-01-24,1,397
474,2005-02-18,1,397
474,2005-04-08,1,397
474,2005-03-24,1,397
474,2005-03-22,1,397
474,2005-03-18,1,397
474,2005-03-16,1,397
474,2005-03-11,1,397
474,2003-08-19,1,397
474,2003-08-13,1,397
474,2003-08-12,1,397
474,2003-08-06,1,397
474,2003-08-01,1,397
474,2003-07-31,1,397
474,2003-07-24,1,397
474,2003-07-23,1,397
474,2003-07-15,1,397
474,2003-07-29,1,397
474,2003-06-20,1,397
474,2003-06-12,1,397
474,2003-06-05,1,397
474,2003-05-30,1,397
474,2003-05-28,1,397
474,2003-07-07,1,397
474,2003-05-20,1,397
474,2001-05-25,1,397
474,2003-05-02,1,397
474,2003-03-13,1,397
474,2003-03-17,1,397
474,2003-03-21,1,397
474,2003-03-25,1,397
474,2003-03-28,1,397
474,2003-03-30,1,397
474,2003-04-07,1,397
474,2003-04-09,1,397
474,2003-05-16,1,397
474,2003-07-08,1,397
474,2003-10-01,1,397
474,2003-09-15,1,397
474,2003-09-13,1,397
474,2003-10-07,1,397
474,2003-10-10,1,397
474,2003-10-13,1,397
474,2003-12-19,1,397
474,2003-12-16,1,397
474,2003-12-15,1,397
474,2003-12-02,1,397
474,2003-11-12,1,397
474,2003-10-16,1,397
474,2004-01-23,1,397
474,2004-01-16,1,397
474,2004-01-07,1,397
474,2004-01-19,1,397
474,2003-08-20,1,397
474,2003-09-02,1,397
474,2003-08-28,1,397
474,2003-08-24,1,397
474,2003-08-22,1,397
474,2006-02-23,1,397
474,2006-03-13,1,397
474,2006-03-22,1,397
474,2006-04-04,1,397
474,2006-04-05,1,397
474,2006-04-11,1,397
474,2006-04-24,1,397
474,2006-05-01,1,397
474,2006-05-30,1,397
474,2006-02-17,1,397
474,2006-02-06,1,397
474,2006-02-13,1,397
474,2006-02-15,1,397
474,2003-04-29,1,397
474,2006-02-04,1,397
474,2005-12-18,1,397
474,2006-01-02,1,397
474,2006-01-03,1,397
474,2006-01-14,1,397
474,2006-01-20,1,397
474,2006-01-23,1,397
474,2006-01-22,1,397
474,2003-11-17,2,397
474,2004-02-09,2,397
474,2004-05-18,2,397
474,2004-05-12,2,397
474,2003-11-07,2,397
474,2003-10-27,2,397
474,2005-04-25,2,397
474,2005-12-04,2,397
474,2004-02-20,2,397
474,2004-06-02,2,397
474,2003-12-29,2,397
474,2005-06-20,2,397
474,2006-01-13,2,397
474,2005-07-01,2,397
474,2004-07-23,2,397
474,2004-07-19,2,397
474,2004-08-30,2,397
474,2004-08-26,2,397
474,2004-08-25,2,397
474,2004-08-22,2,397
474,2006-01-08,2,397
474,2005-12-28,2,397
474,2004-06-13,2,397
474,2004-06-09,2,397
474,2004-06-07,2,397
474,2003-10-20,2,397
474,2004-06-25,2,397
474,2005-12-29,2,397
474,2004-01-26,2,397
474,2005-12-30,2,397
474,2003-12-10,2,397
474,2005-11-28,2,397
474,2004-03-08,2,397
474,2005-11-17,2,397
474,2003-08-25,2,397
474,2005-11-08,2,397
474,2005-04-28,2,397
474,2005-10-03,2,397
474,2003-10-06,2,397
474,2004-03-01,2,397
474,2003-09-20,2,397
474,2006-02-22,2,397
474,2006-02-01,2,397
474,2006-03-12,2,397
474,2006-04-02,2,397
474,2006-03-30,2,397
474,2005-01-23,2,397
474,2005-01-07,2,397
474,2005-01-11,2,397
474,2005-01-13,2,397
474,2005-01-18,2,397
474,2005-01-20,2,397
474,2005-03-31,2,397
474,2004-01-12,2,397
474,2005-04-01,2,397
474,2005-03-01,2,397
474,2005-03-14,2,397
474,2003-06-02,2,397
474,2003-05-12,2,397
474,2003-05-09,2,397
474,2001-05-04,2,397
474,2005-04-11,2,397
474,2005-04-17,2,397
474,2003-05-05,2,397
474,2005-04-18,2,397
474,2003-04-08,2,397
474,2005-04-22,2,397
474,2003-06-23,2,397
474,2003-06-30,2,397
474,2005-02-25,2,397
474,2006-02-05,2,397
474,2003-07-28,2,397
474,2005-02-07,2,397
474,2003-07-14,2,397
474,2004-12-06,2,397
474,2005-07-13,2,397
474,2005-06-03,2,397
474,2004-10-06,2,397
474,2004-09-20,2,397
474,2005-07-06,2,397
474,2004-09-29,2,397
474,2004-10-12,2,397
474,2004-11-08,2,397
474,2004-10-25,2,397
474,2004-11-03,2,397
474,2005-09-09,2,397
474,2005-09-26,2,397
474,2006-04-23,2,397
474,2006-04-19,2,397
474,2005-08-11,2,397
474,2006-05-28,2,397
474,2005-05-23,3,397
474,2005-05-30,3,397
474,2005-06-18,3,397
474,2005-09-19,3,397
474,2005-08-15,3,397
474,2005-08-08,3,397
474,2003-07-21,3,397
474,2003-06-26,3,397
474,2003-06-19,3,397
474,2003-06-16,3,397
474,2003-08-04,3,397
474,2003-08-18,3,397
474,2003-11-10,3,397
474,2003-10-14,3,397
474,2005-07-03,3,397
474,2005-07-05,3,397
474,2005-11-16,3,397
474,2004-05-05,3,397
474,2006-05-14,3,397
474,2006-04-15,3,397
474,2004-12-18,3,397
474,2004-12-21,3,397
474,2006-02-20,3,397
474,2004-02-02,3,397
474,2006-03-08,3,397
474,2004-04-13,3,397
474,2004-04-09,3,397
474,2004-03-22,3,397
474,2004-03-15,3,397
474,2004-03-05,3,397
474,2004-11-01,3,397
474,2004-06-14,3,397
474,2005-12-27,3,397
474,2004-06-04,3,397
474,2005-05-19,3,397
474,2004-08-02,3,397
474,2004-07-06,3,397
474,2004-06-23,3,397
474,2004-10-11,3,397
474,2005-12-12,3,397
474,2004-08-23,3,397
474,2005-05-18,3,397
474,2006-02-16,3,397
474,2005-02-03,3,397
474,2005-02-28,3,397
474,2006-02-11,3,397
474,2005-02-08,3,397
474,2005-03-07,4,397
474,2005-08-21,4,397
474,2005-02-22,4,397
474,2005-03-30,4,397
474,2005-03-28,4,397
474,2005-08-05,4,397
474,2004-08-16,4,397
474,2004-09-13,4,397
474,2004-11-15,4,397
474,2005-05-08,4,397
474,2003-06-09,4,397
474,2004-11-29,4,397
474,2005-07-25,4,397
474,2004-05-31,4,397
474,2005-06-13,4,397
474,2005-07-26,4,397
474,2003-09-01,4,397
474,2006-03-20,4,397
474,2003-09-09,4,397
474,2006-01-29,4,397
474,2005-05-02,4,397
474,2005-02-14,4,397
474,2003-09-29,4,397
474,2004-02-23,4,397
474,2003-08-11,4,397
474,2005-09-01,4,397
474,2005-09-06,4,397
474,2004-02-17,4,397
474,2003-05-19,5,397
474,2005-05-16,5,397
474,2004-01-20,5,397
474,2005-01-31,5,397
474,2006-01-11,5,397
474,2004-08-09,5,397
474,2004-10-18,5,397
474,2004-06-28,5,397
474,2004-05-11,5,397
474,2004-05-04,5,397
474,2005-09-30,5,397
474,2005-02-20,5,397
474,2005-09-12,5,397
474,2005-04-04,5,397
474,2004-05-24,5,397
474,2004-05-17,5,397
474,2007-10-14,5,397
474,2004-12-31,5,397
474,2006-04-13,6,397
474,2004-09-07,6,397
474,2002-02-10,6,397
474,2006-01-16,6,397
474,2006-03-09,6,397
474,2006-06-12,6,397
474,2003-03-26,6,397
474,2005-06-06,6,397
474,2004-01-05,6,397
474,2004-04-18,6,397
474,2005-11-19,6,397
474,2004-06-01,7,397
474,2004-07-12,7,397
474,2004-05-03,7,397
474,2004-03-29,7,397
474,2005-03-21,7,397
474,2002-03-05,8,397
474,2006-02-14,8,397
474,2005-11-02,9,397
474,2003-09-21,9,397
474,2004-07-26,9,397
474,2001-10-27,10,397
474,2001-04-30,10,397
474,2001-07-11,10,397
474,2001-12-02,12,397
474,2000-11-25,12,397
474,2001-10-13,13,397
474,2003-11-24,15,397
474,2002-02-28,16,397
474,2003-03-06,16,397
474,2001-10-11,19,397
474,2007-06-09,21,397
474,2005-10-17,23,397
474,2007-09-17,25,397
474,2003-03-04,25,397
474,2001-01-11,26,397
474,2008-02-01,27,397
474,2009-03-29,28,397
474,2006-01-17,30,397
474,2003-12-01,33,397
474,2007-05-24,37,397
474,2006-12-08,41,397
474,2004-11-10,43,397
474,2003-08-05,47,397
474,2001-02-24,47,397
474,2004-04-05,51,397
474,2001-01-04,53,397
474,2000-11-19,55,397
474,2003-03-07,69,397
474,2004-07-09,78,397
474,2004-11-12,82,397
474,2004-06-21,93,397
474,2003-03-05,102,397
474,2003-05-15,111,397
579,2000-06-04,1,8
579,2000-05-28,1,8
579,2000-06-22,1,8
579,2000-07-24,1,8
579,2000-09-03,1,8
579,2000-12-21,3,8
579,2000-08-12,3,8
579,2000-05-21,62,8
365,2017-03-17,1,9
365,2017-03-08,3,9
365,2017-03-07,4,9
365,2017-03-05,9,9
365,2017-04-02,13,9
365,2017-03-04,23,9
365,2017-03-09,23,9
365,2017-03-18,53,9
365,2017-03-01,148,9
368,2000-10-22,1,4
368,2000-10-21,2,4
368,2000-12-03,184,4
368,2000-10-11,282,4
362,2018-07-17,1,4
362,2018-07-04,1,4
362,2018-07-22,7,4
362,2018-07-03,100,4
573,2013-06-12,1,13
573,2007-08-11,2,13
573,2009-08-13,2,13
573,2014-11-11,4,13
573,2009-10-02,5,13
573,2011-03-04,5,13
573,2012-06-24,8,13
573,2013-06-04,16,13
573,2007-08-14,18,13
573,2012-07-09,26,13
573,2007-08-10,51,13
573,2009-07-29,60,13
573,2007-08-08,101,13
380,2017-05-17,1,43
380,2017-06-05,1,43
380,2017-08-06,1,43
380,2017-08-07,1,43
380,2017-08-10,1,43
380,2017-08-14,1,43
380,2017-08-26,1,43
380,2017-10-24,1,43
380,2017-10-25,1,43
380,2017-10-31,1,43
380,2018-04-21,1,43
380,2018-05-13,1,43
380,2018-07-12,1,43
380,2017-10-15,1,43
380,2018-08-13,2,43
380,2018-09-15,2,43
380,2017-10-18,2,43
380,2017-05-03,2,43
380,2017-05-16,2,43
380,2017-10-23,3,43
380,2017-08-08,4,43
380,2017-08-09,4,43
380,2017-10-27,4,43
380,2017-10-17,5,43
380,2017-08-12,5,43
380,2017-05-14,9,43
380,2017-08-03,9,43
380,2017-05-21,11,43
380,2017-10-26,13,43
380,2017-05-20,16,43
380,2017-10-16,22,43
380,2017-05-09,23,43
380,2017-05-22,24,43
380,2017-10-19,27,43
380,2017-05-01,42,43
380,2018-09-14,48,43
380,2017-05-12,53,43
380,2017-05-11,55,43
380,2017-05-08,74,43
380,2017-05-13,97,43
380,2017-05-06,128,43
380,2017-05-15,185,43
380,2017-04-29,333,43
336,2005-09-09,1,6
336,2005-09-08,1,6
336,2005-07-18,1,6
336,2006-02-04,7,6
336,2005-07-05,21,6
336,2005-07-24,25,6
341,2015-11-07,1,8
341,2017-01-08,1,8
341,2015-08-31,2,8
341,2017-02-16,4,8
341,2015-08-29,4,8
341,2018-03-27,6,8
341,2017-02-17,16,8
341,2015-08-16,18,8
351,2012-02-08,1,11
351,2012-02-11,1,11
351,2012-02-04,2,11
351,2012-02-19,2,11
351,2012-03-29,3,11
351,2012-02-07,7,11
351,2012-02-10,7,11
351,2012-01-10,8,11
351,2012-01-09,19,11
351,2012-02-03,41,11
351,2012-01-08,50,11
356,2009-01-15,1,7
356,2009-01-04,3,7
356,2009-01-07,3,7
356,2009-05-21,6,7
356,2008-11-30,33,7
356,2009-01-20,35,7
356,2008-12-13,208,7
359,2007-10-19,1,6
359,2007-11-07,2,6
359,2007-12-04,3,6
359,2007-10-24,5,6
359,2007-10-16,15,6
359,2007-12-20,48,6
385,1997-06-09,1,18
385,1997-06-23,1,18
385,1997-01-06,1,18
385,1996-11-22,1,18
385,1996-06-18,1,18
385,1996-12-02,2,18
385,1996-12-16,2,18
385,1996-08-21,2,18
385,1996-08-12,2,18
385,1996-07-25,2,18
385,1996-07-08,3,18
385,1996-11-04,3,18
385,1996-07-21,4,18
385,1996-10-08,4,18
385,1997-05-31,17,18
385,1996-09-16,26,18
385,1997-05-30,63,18
385,1996-06-13,66,18
572,2000-04-06,1,5
572,2000-04-05,1,5
572,2001-01-19,18,5
572,1999-12-29,21,5
572,1999-12-22,114,5
387,2005-06-19,1,317
387,2005-07-05,1,317
387,2005-07-10,1,317
387,2005-07-20,1,317
387,2005-07-21,1,317
387,2005-07-23,1,317
387,2005-07-27,1,317
387,2005-07-28,1,317
387,2005-07-29,1,317
387,2005-08-02,1,317
387,2005-08-04,1,317
387,2005-08-05,1,317
387,2005-08-09,1,317
387,2005-08-18,1,317
387,2005-08-21,1,317
387,2005-08-28,1,317
387,2005-07-24,1,317
387,2005-09-19,1,317
387,2005-10-06,1,317
387,2005-10-09,1,317
387,2007-10-16,1,317
387,2007-10-28,1,317
387,2007-11-04,1,317
387,2007-11-11,1,317
387,2007-11-19,1,317
387,2007-12-01,1,317
387,2007-12-02,1,317
387,2007-12-29,1,317
387,2007-12-31,1,317
387,2008-01-07,1,317
387,2007-10-07,1,317
387,2008-01-14,1,317
387,2008-02-27,1,317
387,2008-03-02,1,317
387,2008-03-04,1,317
387,2008-03-05,1,317
387,2008-03-16,1,317
387,2008-03-22,1,317
387,2008-03-31,1,317
387,2008-04-03,1,317
387,2008-04-05,1,317
387,2008-04-06,1,317
387,2008-02-11,1,317
387,2007-10-06,1,317
387,2007-09-29,1,317
387,2007-09-20,1,317
387,2007-05-25,1,317
387,2007-05-26,1,317
387,2007-06-05,1,317
387,2007-06-20,1,317
387,2007-06-22,1,317
387,2007-06-24,1,317
387,2007-07-04,1,317
387,2007-07-15,1,317
387,2007-07-17,1,317
387,2007-07-21,1,317
387,2007-07-26,1,317
387,2007-07-28,1,317
387,2007-07-29,1,317
387,2007-08-10,1,317
387,2007-08-11,1,317
387,2007-08-13,1,317
387,2007-08-14,1,317
387,2007-08-21,1,317
387,2007-08-24,1,317
387,2007-08-25,1,317
387,2007-08-29,1,317
387,2007-09-01,1,317
387,2007-09-02,1,317
387,2008-05-27,1,317
387,2007-05-23,1,317
387,2008-06-21,1,317
387,2008-06-29,1,317
387,2008-07-10,1,317
387,2008-07-12,1,317
387,2008-10-14,1,317
387,2009-11-06,1,317
387,2008-06-28,1,317
387,2005-10-08,1,317
387,2007-05-20,1,317
387,2007-05-17,1,317
387,2006-02-19,1,317
387,2006-02-25,1,317
387,2006-03-16,1,317
387,2006-03-17,1,317
387,2006-03-26,1,317
387,2006-04-07,1,317
387,2006-04-17,1,317
387,2006-04-30,1,317
387,2006-06-03,1,317
387,2006-06-24,1,317
387,2006-02-18,1,317
387,2006-06-30,1,317
387,2006-07-11,1,317
387,2006-07-13,1,317
387,2006-07-19,1,317
387,2006-07-22,1,317
387,2006-07-28,1,317
387,2006-08-01,1,317
387,2006-08-08,1,317
387,2006-08-10,1,317
387,2006-08-13,1,317
387,2006-08-14,1,317
387,2006-07-07,1,317
387,2006-02-17,1,317
387,2006-02-04,1,317
387,2006-01-31,1,317
387,2005-10-10,1,317
387,2005-10-11,1,317
387,2005-10-15,1,317
387,2005-10-16,1,317
387,2005-10-19,1,317
387,2005-10-22,1,317
387,2005-10-23,1,317
387,2005-11-06,1,317
387,2005-11-24,1,317
387,2005-11-25,1,317
387,2005-11-27,1,317
387,2005-12-01,1,317
387,2005-12-03,1,317
387,2005-12-04,1,317
387,2005-12-11,1,317
387,2005-12-20,1,317
387,2006-01-05,1,317
387,2006-01-07,1,317
387,2006-01-10,1,317
387,2006-01-16,1,317
387,2006-01-21,1,317
387,2006-01-24,1,317
387,2006-01-29,1,317
387,2006-08-18,1,317
387,2007-05-18,1,317
387,2006-08-19,1,317
387,2006-08-23,1,317
387,2007-02-09,1,317
387,2007-02-23,1,317
387,2007-02-25,1,317
387,2007-02-27,1,317
387,2007-03-05,1,317
387,2007-03-06,1,317
387,2007-03-07,1,317
387,2007-03-13,1,317
387,2007-03-17,1,317
387,2007-03-23,1,317
387,2007-02-03,1,317
387,2007-03-30,1,317
387,2007-04-08,1,317
387,2007-04-09,1,317
387,2007-04-14,1,317
387,2007-04-15,1,317
387,2007-04-20,1,317
387,2007-04-21,1,317
387,2007-04-27,1,317
387,2007-05-04,1,317
387,2007-05-11,1,317
387,2007-05-14,1,317
387,2007-04-06,1,317
387,2007-01-27,1,317
387,2007-01-26,1,317
387,2007-01-21,1,317
387,2006-08-26,1,317
387,2006-08-27,1,317
387,2006-09-10,1,317
387,2006-09-12,1,317
387,2006-09-16,1,317
387,2006-09-26,1,317
387,2006-10-01,1,317
387,2006-10-12,1,317
387,2006-10-16,1,317
387,2006-10-21,1,317
387,2006-10-23,1,317
387,2006-11-05,1,317
387,2006-11-12,1,317
387,2006-11-23,1,317
387,2006-12-16,1,317
387,2006-12-18,1,317
387,2006-12-20,1,317
387,2006-12-27,1,317
387,2007-01-05,1,317
387,2007-01-12,1,317
387,2007-01-14,1,317
387,2007-01-15,1,317
387,2007-01-19,1,317
387,2006-08-21,1,317
387,2004-09-18,2,317
387,2005-06-12,2,317
387,2005-10-29,2,317
387,2005-11-07,2,317
387,2005-11-12,2,317
387,2005-10-02,2,317
387,2005-11-14,2,317
387,2005-11-20,2,317
387,2005-11-26,2,317
387,2005-12-18,2,317
387,2005-12-19,2,317
387,2005-06-26,2,317
387,2005-07-17,2,317
387,2005-07-19,2,317
387,2005-10-01,2,317
387,2005-08-20,2,317
387,2005-09-05,2,317
387,2005-09-18,2,317
387,2005-08-03,2,317
387,2007-06-10,2,317
387,2007-07-01,2,317
387,2007-07-09,2,317
387,2007-07-16,2,317
387,2007-07-30,2,317
387,2007-05-19,2,317
387,2007-03-18,2,317
387,2007-03-28,2,317
387,2007-04-22,2,317
387,2007-04-28,2,317
387,2007-04-29,2,317
387,2007-05-07,2,317
387,2007-05-13,2,317
387,2007-05-15,2,317
387,2008-02-18,2,317
387,2008-03-08,2,317
387,2008-03-30,2,317
387,2008-05-11,2,317
387,2008-07-11,2,317
387,2007-08-26,2,317
387,2007-09-08,2,317
387,2007-09-23,2,317
387,2007-10-14,2,317
387,2007-11-25,2,317
387,2007-12-11,2,317
387,2007-12-20,2,317
387,2007-12-30,2,317
387,2007-10-27,2,317
387,2006-05-30,2,317
387,2006-06-02,2,317
387,2006-06-27,2,317
387,2006-07-01,2,317
387,2006-07-03,2,317
387,2006-07-05,2,317
387,2006-05-01,2,317
387,2006-07-14,2,317
387,2006-07-17,2,317
387,2006-07-27,2,317
387,2006-08-02,2,317
387,2006-08-04,2,317
387,2006-07-09,2,317
387,2006-01-14,2,317
387,2006-01-22,2,317
387,2006-02-05,2,317
387,2006-03-19,2,317
387,2006-03-22,2,317
387,2006-04-09,2,317
387,2006-04-12,2,317
387,2006-04-16,2,317
387,2006-03-05,2,317
387,2006-11-19,2,317
387,2006-12-03,2,317
387,2006-12-24,2,317
387,2007-01-06,2,317
387,2007-01-07,2,317
387,2007-01-13,2,317
387,2007-02-10,2,317
387,2006-10-22,2,317
387,2006-08-11,2,317
387,2006-08-12,2,317
387,2006-08-16,2,317
387,2006-08-17,2,317
387,2006-09-01,2,317
387,2006-09-18,2,317
387,2006-10-15,2,317
387,2006-08-25,2,317
387,2007-10-01,3,317
387,2008-01-06,3,317
387,2008-02-05,3,317
387,2008-03-15,3,317
387,2007-08-03,3,317
387,2006-12-17,3,317
387,2007-02-20,3,317
387,2007-05-06,3,317
387,2007-07-23,3,317
387,2006-11-01,3,317
387,2006-10-30,3,317
387,2006-02-26,3,317
387,2006-03-14,3,317
387,2006-04-22,3,317
387,2006-05-18,3,317
387,2006-05-22,3,317
387,2006-06-21,3,317
387,2006-07-31,3,317
387,2006-08-07,3,317
387,2006-08-09,3,317
387,2006-01-28,3,317
387,2004-09-30,3,317
387,2005-06-03,3,317
387,2005-06-11,3,317
387,2005-08-06,3,317
387,2005-12-31,3,317
387,2007-02-18,4,317
387,2006-08-15,4,317
387,2006-03-18,4,317
387,2006-08-06,4,317
387,2005-06-06,4,317
387,2005-07-11,4,317
387,2005-09-04,4,317
387,2005-09-12,4,317
387,2005-09-29,4,317
387,2008-06-04,4,317
387,2008-04-20,4,317
387,2007-06-25,4,317
387,2007-07-02,4,317
387,2006-08-03,5,317
387,2004-09-16,8,317
387,2004-09-10,13,317
387,2005-05-29,41,317
387,2005-05-30,53,317
387,2004-09-14,56,317
387,2004-09-13,76,317
387,2004-09-12,84,317
387,2004-09-11,207,317
381,2006-12-15,1,37
381,2006-12-23,1,37
381,2006-12-28,1,37
381,2007-01-12,1,37
381,2007-01-28,1,37
381,2007-03-11,1,37
381,2007-04-12,1,37
381,2007-05-11,1,37
381,2008-01-27,1,37
381,2010-01-13,1,37
381,2010-01-14,1,37
381,2010-07-10,1,37
381,2010-07-11,1,37
381,2010-01-12,2,37
381,2010-01-08,2,37
381,2009-09-17,2,37
381,2007-04-08,2,37
381,2006-12-20,2,37
381,2007-01-11,2,37
381,2007-02-10,2,37
381,2007-01-14,3,37
381,2007-02-04,5,37
381,2007-04-06,6,37
381,2006-12-05,8,37
381,2010-07-09,8,37
381,2007-08-17,8,37
381,2009-07-24,9,37
381,2007-12-10,11,37
381,2007-12-31,12,37
381,2010-01-07,15,37
381,2006-12-24,18,37
381,2007-01-13,37,37
381,2006-11-24,48,37
381,2006-12-13,48,37
381,2006-11-30,54,37
381,2008-01-20,63,37
381,2006-12-31,94,37
334,2010-11-20,1,13
334,2009-06-25,1,13
334,2010-02-24,1,13
334,2012-12-08,2,13
334,2010-12-11,4,13
334,2010-03-05,4,13
334,2010-02-20,4,13
334,2009-03-14,5,13
334,2009-12-12,11,13
334,2008-12-22,12,13
334,2009-01-18,12,13
334,2009-02-14,18,13
334,2008-10-31,79,13
318,2014-12-06,1,252
318,2014-12-14,1,252
318,2014-12-28,1,252
318,2015-01-14,1,252
318,2015-01-21,1,252
318,2015-01-24,1,252
318,2015-02-04,1,252
318,2015-03-02,1,252
318,2015-03-06,1,252
318,2015-03-13,1,252
318,2015-03-25,1,252
318,2015-03-29,1,252
318,2015-04-03,1,252
318,2015-04-09,1,252
318,2015-04-11,1,252
318,2015-04-12,1,252
318,2015-05-26,1,252
318,2015-06-05,1,252
318,2015-06-12,1,252
318,2015-06-19,1,252
318,2015-03-24,1,252
318,2014-11-09,1,252
318,2014-10-31,1,252
318,2012-06-22,1,252
318,2010-02-01,1,252
318,2010-03-10,1,252
318,2010-04-01,1,252
318,2010-06-08,1,252
318,2010-08-16,1,252
318,2010-08-23,1,252
318,2010-09-23,1,252
318,2010-12-03,1,252
318,2011-01-29,1,252
318,2011-02-05,1,252
318,2011-02-12,1,252
318,2011-03-18,1,252
318,2011-03-19,1,252
318,2011-04-16,1,252
318,2011-04-29,1,252
318,2011-05-13,1,252
318,2011-05-14,1,252
318,2011-05-15,1,252
318,2011-05-20,1,252
318,2011-07-23,1,252
318,2011-08-06,1,252
318,2011-09-07,1,252
318,2012-02-26,1,252
318,2015-06-23,1,252
318,2015-06-26,1,252
318,2015-07-01,1,252
318,2018-01-30,1,252
318,2018-02-15,1,252
318,2018-02-28,1,252
318,2018-04-29,1,252
318,2018-05-20,1,252
318,2018-06-18,1,252
318,2018-06-23,1,252
318,2018-08-03,1,252
318,2018-08-10,1,252
318,2018-09-06,1,252
318,2018-01-04,1,252
318,2018-09-09,1,252
318,2018-01-03,1,252
318,2017-01-02,1,252
318,2016-12-25,1,252
318,2015-07-08,1,252
318,2015-08-08,1,252
318,2015-08-15,1,252
318,2015-08-25,1,252
318,2015-09-06,1,252
318,2015-10-06,1,252
318,2015-10-22,1,252
318,2015-10-30,1,252
318,2015-11-07,1,252
318,2015-11-14,1,252
318,2015-11-22,1,252
318,2015-11-24,1,252
318,2015-12-05,1,252
318,2015-12-16,1,252
318,2015-12-21,1,252
318,2015-12-27,1,252
318,2015-12-29,1,252
318,2015-12-31,1,252
318,2016-01-18,1,252
318,2016-01-22,1,252
318,2016-01-25,1,252
318,2016-01-31,1,252
318,2016-03-27,1,252
318,2015-06-27,1,252
318,2010-01-05,1,252
318,2009-04-06,1,252
318,2009-02-20,1,252
318,2009-02-07,1,252
318,2009-04-04,2,252
318,2010-03-04,2,252
318,2010-01-17,2,252
318,2018-05-13,2,252
318,2018-05-04,2,252
318,2018-05-01,2,252
318,2018-02-06,2,252
318,2018-02-04,2,252
318,2018-01-24,2,252
318,2018-02-19,2,252
318,2017-11-29,2,252
318,2017-11-18,2,252
318,2016-01-02,2,252
318,2010-04-11,2,252
318,2015-12-13,2,252
318,2017-08-08,2,252
318,2017-07-29,2,252
318,2017-01-18,2,252
318,2016-12-13,2,252
318,2016-12-10,2,252
318,2016-03-10,2,252
318,2016-03-08,2,252
318,2016-02-20,2,252
318,2012-09-07,2,252
318,2012-08-30,2,252
318,2012-06-23,2,252
318,2014-12-19,2,252
318,2014-11-15,2,252
318,2014-11-11,2,252
318,2014-11-10,2,252
318,2014-10-17,2,252
318,2012-01-19,2,252
318,2010-12-19,2,252
318,2010-12-18,2,252
318,2010-12-11,2,252
318,2011-01-02,2,252
318,2010-08-11,2,252
318,2010-07-06,2,252
318,2010-06-10,2,252
318,2011-03-04,2,252
318,2011-03-07,2,252
318,2011-07-02,2,252
318,2011-06-26,2,252
318,2015-01-13,2,252
318,2014-12-13,2,252
318,2015-03-21,2,252
318,2015-07-09,2,252
318,2015-01-17,2,252
318,2015-06-24,2,252
318,2015-04-13,2,252
318,2015-05-23,2,252
318,2015-05-25,2,252
